Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs
Q3T084	reviewed	TCPW_BOVIN	T-complex protein 1 subunit zeta-2 (TCP-1-zeta-2) (CCT-zeta-2)	CCT6B	Bos taurus (Bovine)	531	protein folding [GO:0006457]	chaperonin-containing T-complex [GO:0005832]	chaperonin-containing T-complex [GO:0005832]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
Q27389	reviewed	RL13A_CAEEL	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	rpl-16 M01F1.2	Caenorhabditis elegans	202	negative regulation of translation [GO:0017148]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0017148; GO:0022625
Q56JY1	reviewed	RL35A_BOVIN	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	RPL35A	Bos taurus (Bovine)	110	cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]	structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0002181; GO:0003735; GO:0022625; GO:0042273
Q6VEU3	reviewed	PNO1_DANRE	RNA-binding protein PNO1	pno1 zgc:65782	Danio rerio (Zebrafish) (Brachydanio rerio)	252	ribosomal small subunit biogenesis [GO:0042274]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; ribosomal small subunit biogenesis [GO:0042274]	RNA binding [GO:0003723]	GO:0003723; GO:0005730; GO:0032040; GO:0042274
Q9Y1A3	reviewed	TIM8_DROME	Mitochondrial import inner membrane translocase subunit Tim8	Tim8 CG1728	Drosophila melanogaster (Fruit fly)	88	protein insertion into mitochondrial inner membrane [GO:0045039]	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; protein transporter activity [GO:0140318]; protein insertion into mitochondrial inner membrane [GO:0045039]	metal ion binding [GO:0046872]; protein transporter activity [GO:0140318]	GO:0005739; GO:0005743; GO:0042719; GO:0045039; GO:0046872; GO:0140318
Q9VS34	reviewed	RL18_DROME	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	RpL18 CG8615	Drosophila melanogaster (Fruit fly)	188	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626
Q8K2J9	reviewed	BTBD6_MOUSE	BTB/POZ domain-containing protein 6	Btbd6	Mus musculus (Mouse)	539	neurogenesis [GO:0022008]	cytosol [GO:0005829]	cytosol [GO:0005829]; neurogenesis [GO:0022008]		GO:0005829; GO:0022008
A4K526	reviewed	TM256_BUFGR	Transmembrane protein 256 homolog		Bufo gargarizans (Asian toad) (Bufo bufo gargarizans)	114		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]		GO:0005886
O13019	reviewed	RS12_ORENI	Small ribosomal subunit protein eS12 (40S ribosomal protein S12)	rps12	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	132	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
P24902	reviewed	ACT_PINCO	Actin (EC 3.6.4.-)		Pinus contorta (Shore pine) (Lodgepole pine)	161		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0005737; GO:0005856; GO:0016787
P27072	reviewed	RS13_MUSDO	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	RpS13	Musca domestica (House fly)	114	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q00860	reviewed	NU1M_MYTED	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	ND1	Mytilus edulis (Blue mussel)	305		mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0070469
Q6QN05	reviewed	RL21_CHILA	Large ribosomal subunit protein eL21 (60S ribosomal protein L21)	RPL21	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	160	translation [GO:0006412]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005783; GO:0005829; GO:0005840; GO:0006412; GO:1990904
Q6XIM8	reviewed	RS15A_DROYA	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	RpS15Aa GE16163	Drosophila yakuba (Fruit fly)	130	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
P58374	reviewed	RL30_BRABE	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	RPL30	Branchiostoma belcheri (Amphioxus)	114		cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0022625
Q46EH1	reviewed	MSRB_METBF	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB Mbar_A0743	Methanosarcina barkeri (strain Fusaro / DSM 804)	142	protein repair [GO:0030091]; response to oxidative stress [GO:0006979]		peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; zinc ion binding [GO:0008270]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]	peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; zinc ion binding [GO:0008270]	GO:0006979; GO:0008270; GO:0030091; GO:0033743
Q5R6U8	reviewed	MED27_PONAB	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27)	MED27 CRSP8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	311		mediator complex [GO:0016592]	mediator complex [GO:0016592]		GO:0016592
Q5ZJ85	reviewed	PRPF3_CHICK	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3)	PRPF3 RCJMB04_20b24	Gallus gallus (Chicken)	684	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal tri-snRNP complex assembly [GO:0000244]	nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]	nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal tri-snRNP complex assembly [GO:0000244]		GO:0000244; GO:0000398; GO:0005634; GO:0005681; GO:0016607; GO:0046540
Q90YP3	reviewed	RS28_ICTPU	Small ribosomal subunit protein eS28 (40S ribosomal protein S28)	rps28	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	69	cytoplasmic translation [GO:0002181]	cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]	cytoplasmic side of rough endoplasmic reticulum membrane [GO:0098556]; cytosolic small ribosomal subunit [GO:0022627]; polysomal ribosome [GO:0042788]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0022627; GO:0042788; GO:0098556
Q90YS3	reviewed	RS2_ICTPU	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)	rps2	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	277	translation [GO:0006412]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0005730; GO:0005737; GO:0006412; GO:0015935
Q98TR7	reviewed	RS16_HETFO	Small ribosomal subunit protein uS9 (40S ribosomal protein S16)	rps16	Heteropneustes fossilis (Stinging catfish)	146	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
P93377	reviewed	RS14_TOBAC	Small ribosomal subunit protein uS11 (40S ribosomal protein S14)	RPS14	Nicotiana tabacum (Common tobacco)	66	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q25381	reviewed	ACTM_LYTPI	Actin, muscle (EC 3.6.4.-) (LPM)		Lytechinus pictus (Painted sea urchin)	172		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0005737; GO:0005856; GO:0016787
Q5I0R4	reviewed	CF300_XENTR	Cilia- and flagella-associated protein 300	cfap300	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	267		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]		GO:0005737; GO:0005856; GO:0031514
Q8HXB8	reviewed	RL29_MACFA	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	RPL29 QccE-11892	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	157	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Q9XGL4	reviewed	RL31_CYAPA	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	RPL31	Cyanophora paradoxa	119	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q4V9Y0	reviewed	VPS51_XENTR	Vacuolar protein sorting-associated protein 51 homolog (Protein fat-free homolog)	vps51 ffr	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	760	endocytic recycling [GO:0032456]; lipid transport [GO:0006869]; protein transport [GO:0015031]	EARP complex [GO:1990745]; GARP complex [GO:0000938]; recycling endosome [GO:0055037]	EARP complex [GO:1990745]; GARP complex [GO:0000938]; recycling endosome [GO:0055037]; endocytic recycling [GO:0032456]; lipid transport [GO:0006869]; protein transport [GO:0015031]		GO:0000938; GO:0006869; GO:0015031; GO:0032456; GO:0055037; GO:1990745
Q8I7U0	reviewed	RS13_PLUXY	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	RpS13	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	151	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q90YT6	reviewed	RL32_ICTPU	Large ribosomal subunit protein eL32 (60S ribosomal protein L32)	rpl32	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	135	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Q98TF7	reviewed	RL35_CHICK	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	RPL35	Gallus gallus (Chicken)	123	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0000463; GO:0003729; GO:0003735; GO:0006412; GO:0022625
Q9IA76	reviewed	RL31_PAROL	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	rpl31	Paralichthys olivaceus (Bastard halibut) (Hippoglossus olivaceus)	124	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Q9IB83	reviewed	PSB1B_CARAU	Proteasome subunit beta type-1-B (20S proteasome beta-6 subunit B) (B6-B)	psmb1-B	Carassius auratus (Goldfish)	237	proteolysis involved in protein catabolic process [GO:0051603]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; proteolysis involved in protein catabolic process [GO:0051603]		GO:0005634; GO:0005737; GO:0005839; GO:0019774; GO:0051603
P23398	reviewed	UBIQP_STRPU	Polyubiquitin [Cleaved into: Ubiquitin]		Strongylocentrotus purpuratus (Purple sea urchin)	133		cytoplasm [GO:0005737]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737
P54814	reviewed	PRS8_MANSE	26S proteasome regulatory subunit 8 (Protein 18-56)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	402	protein catabolic process [GO:0030163]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proteasome-activating activity [GO:0036402]; protein catabolic process [GO:0030163]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proteasome-activating activity [GO:0036402]	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0016887; GO:0030163; GO:0036402
Q00229	reviewed	NU2M_MYTED	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	ND2	Mytilus edulis (Blue mussel)	314		mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0070469
Q00231	reviewed	NU4M_MYTED	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	ND4	Mytilus edulis (Blue mussel)	435	ATP synthesis coupled electron transport [GO:0042773]	mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]	mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0008137; GO:0031966; GO:0042773; GO:0070469
Q4PM12	reviewed	RL36_IXOSC	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	RpL36	Ixodes scapularis (Black-legged tick) (Deer tick)	110	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0022625
